"ID","Ref_Short","Ref_Long","Type"
"1312",,"Termeer, Henk, &#60;q&#62;Hees door de eeuwen heen; een geschiedenis in hoofdlijnen&#60;/q&#62;, in: &#60;cite&#62;Hees bij Nijmegen. Van dorp naar groene stadswijk, 1196-2011&#60;/cite&#62;, ed. by Jan Brauer, Henk Termeer (Hees, 2011), 8-21.","secondary"
"1314","Ekkers 2005","Ekkers, P., &#60;q&#62;De ruimtelijke ontwikkeling van Nijmegen: middeleeuwen (800-1500)&#60;/q&#62;, in &#60;cite&#62;Nijmegen. Geschiedenis van de oudste stad van Nederland. Deel 2 Middeleeuwen en Nieuwe Tijd&#60;/cite&#62;, ed. by Jan Kuys; Hans Bots (Wormer, 2005), 19-29.","secondary"
"1316","Klep 2005","Klep, Paul M.M., &#60;q&#62;Ondernemerschap in de Nieuwe Tijd&#60;/q&#62;, in &#60;cite&#62;Nijmegen. Geschiedenis van de oudste stad van Nederland. Deel 2 Middeleeuwen en Nieuwe Tijd&#60;/cite&#62;, ed. by Jan Kuys; Hans Bot (Wormer, 2005), 340-403.","secondary"
"1318","Klep; Thissen 2005","Klep, Paul M.M.; Thissen, Bert, &#60;q&#62;De economische en sociale ontwikkeling in de Middeleeuwen&#60;/q&#62;, in &#60;cite&#62;Nijmegen. Geschiedenis van de oudste stad van Nederland. Deel 2 Middeleeuwen en Nieuwe Tijd&#60;/cite&#62;, ed. by Jan Kuys; Hans Bots (Wormer, 2005), 48-153.","secondary"
"1320","Lemmens 2005","Lemmens, Gerard, &#60;q&#62;Architectuur en beeldende kunst in de Middeleeuwen&#60;/q&#62;, in &#60;cite&#62;Nijmegen. Geschiedenis van de oudste stad van Nederland. Deel 2 Middeleeuwen en Nieuwe Tijd&#60;/cite&#62;, ed. by Jan Kuys; Hans Bots (Wormer, 2005), 200-225.","secondary"
"1322","Kuys 2005","Kuys, Jan, &#60;q&#62;Stedelijk bestuur in de late Middeleeuwen tot 1543&#60;/q&#62;, in &#60;cite&#62;Nijmegen. Geschiedenis van de oudste stad van Nederland. Deel 2 Middeleeuwen en Nieuwe Tijd&#60;/cite&#62;, ed. by Jan Kuys; Hans Bots (Wormer, 2005), 247-262.","secondary"
"1324","De Jong 1960","De Jong, J.A.B.M., &#60;cite&#62;Het oud-archief der Gemeente Nijmegen. Deel 3 Brievenlijst Nos 1-1400&#60;/cite&#62; (Nijmegen, 1960).","edition"
"1326","Kuypers 1865","Kuypers, J., &#60;cite&#62;Gemeente atlas van de provincie Noordbrabant 1865&#60;/cite&#62; (1865).","edition"
"1328","Degn 2018","Degn, Ole, &#60;cite&#62;Fremgang, krise og stilstand&#60;/cite&#62; (Tarm, 2018)","secondary"
"1330","Brook 2003","Brook, August Heinrich von, &#60;q&#62;Fährmann, hol über!&#60;/q&#62;, in &#60;cite&#62;Die Oste. Lebensader zwischen Elbe und Weser&#60;/cite&#62;, ed. by August Heinrich von Brook and Gisela Tiedemann (Bremerhaven, 2003), 63-92","secondary"
"1332","Bachmann 2003","Bachmann, Elfriede, &#60;q&#62;Bremervörde und die Oste&#60;/q&#62;, in &#60;cite&#62;Die Oste. Lebensader zwischen Elbe und Weser&#60;/cite&#62;, ed. by August Heinrich von Brook and Gisela Tiedemann (Bremerhaven, 2003), 41-62","secondary"
"1334","Hagenah; Döpke 2004","Hagenah, Egon; Döpke, Wolfgang, &#60;cite&#62;Dollern. Die Dorfgeschichte&#60;/cite&#62; (Stade, 2004)","secondary"
"1336","Müller 1998","Müller, Hans-Ehrhard, &#60;cite&#62;Helmstedt. Geschichte einer deutschen Stadt&#60;/cite&#62; (Helmstedt, 1998)","secondary"
"1338","Budde 1998","Budde, Thomas, &#60;cite&#62;Die Helmstedter Landwehr. Ein Beitrag zur Erforschung mittelalterlicher Grenzbefestigungen&#60;/cite&#62;, Arbeitshefte zur Denkmalpflege in Niedersachsen 16 (Hameln, 1998)","secondary"
"1340","Röhr 1981","Röhr, Heinz, &#60;cite&#62;Geschichte der Stadt Königslutter am Elm&#60;/cite&#62; (Braunschweig, 1981)","secondary"
"1342","Bachmann 1966","Bachmann, Elfriede, &#60;cite&#62;Das Kloster Heeslingen-Zeven. Verfassungs- und Wirtschaftsgeschichte&#60;/cite&#62; (Stade, 1966)","secondary"
"1344","museumwijchen.nl","&#60;a href=&#34;https://www.museumwijchen.nl/geschiedenis-kasteel/&#34;&#62;&#60;/a&#62;","secondary"
"1346","Website Museum Wijchen","&#60;q&#62;Kasteel Wijchen - een korte geschiedenis&#60;/q&#62;, Website Museum Wijchen (&#60;a href=&#34;https://www.museumwijchen.nl/geschiedenis-kasteel/&#34;&#62;https://www.museumwijchen.nl/geschiedenis-kasteel/&#60;/a&#62;)","secondary"
"1348","Baasch 1889","Baasch, Ernst, &#60;cite&#62;Die Islandfahrt der Deutschen: namentlich der Hamburger, vom 15. bis 17. Jahrhundert&#60;/cite&#62;, Forschungen zur hamburgischen Handelsgeschichte 1 (Hamburg, 1889)","secondary"
"1350","Holterman 2020","Holterman, Bart, &#60;cite&#62;The Fish Lands. German trade with Iceland, Shetland and the Faroe Islands in the late 15th and 16th Century&#60;/cite&#62; (Berlin, 2020)","secondary"
"1352","Brepohl 1984","Brepohl, Wilhelm, &#60;q&#62;Aus der Geschichte der Stadt Petershagen und ihrer Ortschaften&#60;/q&#62;, in &#60;cite&#62;1200 Jahre Petershagen&#60;/cite&#62; (Petershagen, 1984), 37-63","secondary"
"1354","Noviomagus Special Stratenloop","&#60;q&#62;Noviomagus Special Stratenloop&#60;/q&#62;, Website Noviomagus (&#60;a href=&#34;https://www.noviomagus.nl/Specials/Stratenloop/Wolfskuil.htm&#34;&#62;https://www.noviomagus.nl/Specials/Stratenloop/Wolfskuil.htm&#60;/a&#62;).","secondary"
"1356","Hoop 1989","Hoop, Edward, &#60;cite&#62;Geschichte der Stadt Rendsburg&#60;/cite&#62; (Rendsburg, 1989)","secondary"
"1358","Pohl 1991","Pohl, Meinhard, &#60;q&#62;Wesel im Hohen Mittelalter&#60;/q&#62;, in &#60;cite&#62;Geschichte der Stadt Wesel, Band 1&#60;/cite&#62;, ed. by Jutta Prieur (Düsseldorf, 1991), 77-109&#13;&#10;","secondary"
"1360","Gundermann 1879","Gundermann, Ferdinand, &#60;cite&#62;Chronik der Stadt Eilenburg: nach Quellen bearbeitet.&#60;/cite&#62; (Eilenburg 1879).","secondary"
"1362","Logemann 1997","Logemann, Silke, &#60;q&#62;Grundzüge der Geschichte der Stadt Halberstadt.&#60;/q&#62; in: Berg, Dieter (ed.), &#60;cite&#62;Bürger, Bettelmönche und Bischöfe in Halberstadt: Studien zur Geschichte der Stadt, der Mendikanten und des Bistums vom Mittelalter bis zur Frühen Neuzeit.&#60;/cite&#62; (Werl 1997).","secondary"
"1364","Urkundenbuch Halberstadt 1878/1879","Urkundenbuch der Stadt Halberstadt, ed. by Gustav Schmidt, 2 Bde., (Halle 1878/1879). (referred to here: &#60;a href=&#34;https://archive.org/details/urkundenbuchder01schmgoog/page/n450/mode/2up&#34;&#62;https://archive.org/details/urkundenbuchder01schmgoog/page/n450/mode/2up&#60;/a&#62;, on 21.07.2020)","secondary"
"1366","Schäfer 1926","Schäfer, Aloys, &#60;cite&#62;Geschichte der Stadt Dingelstädt.&#60;/cite&#62; (Dingelstädt 1926).","secondary"
"1368","Müller 1914","Müller, Theodor, &#60;cite&#62;Geschichte der Stadt und des Amts Oebisfelde nebst Urkundensammlung.&#60;/cite&#62; (Oebisfelde 1914).","secondary"
"1370","Heinrich 1973","Heinrich, Gerd (Hrsg.), &#60;cite&#62;Handbuch der historischen Stätten: Berlin und Brandenburg.&#60;/cite&#62; (Stuttgart 1973).","secondary"
"1372","Engel et al. 2000","Engel, Evamaria; Lieselott Enders; Gerd Heinrich and Winfried Schich (eds.), &#60;cite&#62;Städtebuch Brandenburg und Berlin.&#60;/cite&#62; (Stuttgart a.o. 2000).","secondary"
"1374","ONB Celle","Dolle, Josef (ed.), &#60;cite&#62;Niedersächsisches Ortsnamenbuch, Landkreis Celle&#60;/cite&#62; (in preparation)","secondary"
"1376","NLA WO 60 Urk. no. 98","Niedersächsisches Landesarchiv Wolfenbüttel, 60 Urkunden Nr. 98.","archive"
"1378","Rödiger 1922","Rödiger, Paul, &#60;cite&#62;Mein Kindelbrück. Ein Heimatbuch&#60;/cite&#62; (Kindelbrück 1922).","secondary"
"1380","Kuhlbrodt 2015","Kuhlbrodt, Peter,&#60;cite&#62; Nordhausen - Eine Reichsstadt im Jahrhundert der Reformation.&#60;/cite&#62; (Nordhausen 2015).","secondary"
"1382","Hermes; Weigelt 1842","Hermes, J.A.F.; Weigelt, M.J. (eds.), &#60;cite&#62;Historisch-geographisch-statistisch-geographisches Handbuch vom Regierungsbezirke Magdeburg&#60;/cite&#62;, 2. Theil (Magdeburg, 1842)","secondary"
"1384","Wegewitz 1950","Wegewitz, Willi, &#60;cite&#62;Harburger Heimat. Die Landschaft um Hamburg-Harburg&#60;/cite&#62; (Hamburg, 1950)","secondary"
"1386","Holst 1983","Holst, Friedrich, &#60;cite&#62;Roland und die Kraniche. Die Geschichte der Ostedörfer Kranenburg und Brobergen&#60;/cite&#62; (Kranenburg, 1983)","secondary"
"1388","Pröve 1929","Pröve, Heinrich, &#60;cite&#62;Dorf und Gut im alten Herzogtum Lüneburg&#60;/cite&#62; (Göttingen, 1929)","secondary"
"1390","Jürries; Wachter 200","Jürries, Wolfgang; Wachter, Berndt, &#60;cite&#62;Wendland Lexikon, Band 1: A-K&#60;/cite&#62; (Lüchow, 2000)","secondary"
"1392","Jürries 2008","Jürries, Wolfgang (ed.), &#60;cite&#62;Wendland Lexikon, Band 2: L-Z&#60;/cite&#62; (Lüchow, 2008)","secondary"
"1394","Haase 1960","Haase, Carl, &#60;cite&#62;Die Entstehung der westfälischen Städte&#60;/cite&#62; (Münster, 1960)","secondary"
"1396","Pelc 2020","Pelc, Ortwin, &#60;q&#62;Die Elbe. Handelsweg vom 13. bis 17. Jahrhundert&#60;/q&#62;, in &#60;cite&#62;Alles im Fluss. Menschen, Waren, Häfen aud den Wasserwegen vom Rhein bis zur Weichsel&#60;/cite&#62;, ed. by Rudolf Holbach; Stephan Selzer (Wismar, 2020), 105-124","secondary"
"1398","Nissen 1966","Nissen, Nis Rudolf, &#60;q&#62;Neue Forschungsergebnisse zur Geschichte der Schiffahrt auf der Elbe und dem Stecknitzkanal&#60;/q&#62;, &#60;cite&#62;Zeitschrift des Vereins für lübeckische Geschichte und Altertumskunde&#60;/cite&#62; 46 (1966), 5-14.","secondary"
"1400","Nissen 1984","Nissen, Nis Rudolf, &#60;q&#62;Hanseatische Binnenschiffahrt und Oberelbeverkehr vom 15. bis 17. Jahrhundert&#60;/q&#62;, &#60;cite&#62;Beiträge zur deutschen Volks- und Altertumskunde&#60;/cite&#62; 23 (1984), 94-154.","secondary"
"1402","Kaack 1991","Kaack, Hans-Georg, &#60;q&#62;Von der Stecknitz zum Stecknitzkanal - ein Transportweg im geschichtlichen Wandel&#60;/q&#62;, &#60;cite&#62;Lauenburgische Heimat&#60;/cite&#62; N.F. 129 (1991), 3-50.","secondary"
"1404","Müller 1989","Müller, Walter, &#60;q&#62;Die Stecknitzfahrt. Ein alter Wasserweg, der spätere Elbe-Lübeck-Kanal - geschichtlich, topographisch, soziologisch&#60;/q&#62;, &#60;cite&#62;Lauenburgische Heimat&#60;/cite&#62; N.F. 123 (1989), 3-79.","secondary"
"1406","Petersen 2020","Petersen, Niels, &#60;q&#62;Wasserbau und Schifffahrt im Hinterland zwischen Hamburg, Lübeck und Lüneburg&#60;/q&#62;, in &#60;cite&#62;Alles im Fluss. Menschen, Waren, Häfen auf den Wasserwegen vom Rhein bis zur Weichsel&#60;/cite&#62;, Hansische Studien XXIX, ed. by Rudolf Holbach; Stephan Selzer (Wismar, 2020), 165-183","secondary"
"1408","Steinführer 2020","Steinführer, Henning, &#60;q&#62;Die Bedeutung der Oker für den Braunschweiger Fernhandel im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Alles im Fluss. Menschen, Waren, Häfen auf den Wasserwegen vom Rhein bis zur Weichsel&#60;/cite&#62;, Hansische Studien XXIX, ed. by Rudolf Holbach; Stephan Selzer (Wismar, 2020), 185-203.","secondary"
"1410","Parisius; Brinkmann 1897","Parisius A. and Adolf Brinkmann (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 20: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Gardelegen.&#60;/cite&#62; (Halle a. d. Saale 1897).","secondary"
"1412","Zimmermann et al. 1963","Zimmermann, Walther; Berger, Hugo; Klocke, Friedrich von; Bauermann, Johannes (eds.), &#60;cite&#62;Handbuch der historischen Stätten Deutschlands, Bd. 3: Nordrhein-Westfalen&#60;/cite&#62; (Stuttgart, 1963)","secondary"
"1414","Milz; Kraume 1991","Milz, Joseph; Kraume, Hans-Georg, &#60;q&#62;Duisburgs Entwicklung als Handels-, Hanse- und Hafenstadt&#60;/q&#62;, in &#60;cite&#62;Leinen los! 275 Jahre Rhein-Ruhr-Hafen Duisburg, 13. - 22. September 1991. Duisburg und der Rhein: Begleitband und Katalog zur Ausstellung des Museums der Deutschen Binnenschiffahrt Duisburg-Ruhrort im Kultur- und Stadthistorischen Museum Duisburg, 15. September 1991 bis 12. Januar 1992&#60;/cite&#62; (Duisburg, 1991), 47-62","secondary"
"1416","Trapp 1991","Trapp, Reinhold, &#60;q&#62;Die Geschichte Ruhrorts und die Entwicklung der Duisburg-Ruhrorter Hafen&#60;/q&#62;, in &#60;cite&#62;Leinen los! 275 Jahre Rhein-Ruhr-Hafen Duisburg, 13. - 22. September 1991. Duisburg und der Rhein: Begleitband und Katalog zur Ausstellung des Museums der Deutschen Binnenschiffahrt Duisburg-Ruhrort im Kultur- und Stadthistorischen Museum Duisburg, 15. September 1991 bis 12. Januar 1992&#60;/cite&#62; (Duisburg, 1991), 63-82.","secondary"
"1418","Schönermark 1886","Schönermark, Gustav (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Stadt Halle und des Saalkreises.&#60;/cite&#62; (Halle 1886).","secondary"
"1420","Sommer and Otte 1880","Sommer, Gustav and Heinrich Otte (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 3: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Weissenfels&#60;/cite&#62;, (Halle a.d. Saale 1882).","secondary"
"1422","Sommer and Jacobs 1883","Sommer, Gustav and Eduard Jacobs (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 7: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Grafschaft Wernigerode,&#60;/cite&#62; (Halle a. d. Saale 1883).","secondary"
"1424","Burkhardt et al. 1883","Burkhardt, Johannes; Otto Küstermann and Heinrich Otte (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 8: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Merseburg,&#60;/cite&#62; (Halle a. d. Saale 1883).","secondary"
"1426","Sommer and Otte 1883","Sommer, Gustav and Heinrich Otte (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 9: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Eckartsberga&#60;/cite&#62;, (Halle a.d. Saale 1883).","secondary"
"1428","Schmidt 1889","Schmidt, Julius (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 12: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Grafschaft Hohenstein&#60;/cite&#62;, (Halle a.d. Saale 1889).","secondary"
"1430","von Tettau 1890","von Tettau, Wilhelm Johann Albert (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 13: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Stadt Erfurt und des Erfurter Landkreises&#60;/cite&#62;, (Halle a.d. Saale 1890)","secondary"
"1432","Schmidt 1891","Schmidt, Karl Gustav (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 14: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Oschersleben&#60;/cite&#62;, (Halle a.d. Saale 1891).","secondary"
"1434","Schönermark 1892","Schönermark, Gustav (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Delitzsch&#60;/cite&#62;. (Halle 1892).","secondary"
"1436","Größler and Brinkmann 1893","Größler, Hermann and Adolf Brinkmann (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 18: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Mansfelder Gebirgskreises.&#60;/cite&#62; (Halle a. d. Saale 1893).","secondary"
"1438","Peters 1934","Peters, Arnold, &#60;q&#62;Die Entstehung des Lüneburger Stapels&#60;/q&#62;, &#60;cite&#62;Niedersächsisches Jahrbuch für Landesgeschichte&#60;/cite&#62; 11 (1934), 59-92","secondary"
"1440","Hodenberg 1860","Hodenberg, Wilhelm von (ed.), &#60;cite&#62;Urkundenbuch des Klosters St. Michaelis zu Lüneburg&#60;/cite&#62;, Lüneburger Urkundenbuch, 7. Abteilung (Hannover, 1861-1867)","edition"
"1442","Wernicke 1898","Wernicke, Ernst (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 21: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Kreise Jerichow,&#60;/cite&#62; (Halle a. d. Saale 1898).","secondary"
"1444","Gorissen 1956","Gorissen, F., &#60;cite&#62;Stede-atlas van Nijmegen&#60;/cite&#62; (Arnhem, 1956).","secondary"
"1446","Huis van de Nijmeegse Geschiedenis: Gewandhuis of Lakenhal","&#60;q&#62;Gewandhuis of Lakenhal&#60;/q&#62;, Huis van de Nijmeegse Geschiedenis (&#60;ahref=&#34;https://www.huisvandenijmeegsegeschiedenis.nl/info/Gewandhuis_of_Lakenhal&#34;&#62; https://www.huisvandenijmeegsegeschiedenis.nl/info/Gewandhuis_of_Lakenhal&#60;/a&#62;)","secondary"
"1448","Willemsen 2009/2018","Willemsen, Annemarieke, &#60;cite&#62;Dorestad. Een wereldstad in de Middeleeuwen&#60;/cite&#62; (Zutphen, 2009, reprint 2018).","secondary"
"1450","Bergner 1901","Bergner, Heinrich (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 22: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Kreise Ziegenrück und Schleusingen,&#60;/cite&#62; (Halle a. d. Saale 1901).","secondary"
"1452","Doering 1902","Doering, Oskar (ed.),&#60;cite&#62; Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 23: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Kreise Halberstadt Land und Stadt,&#60;/cite&#62; (Halle a. d. Saale 1902).","secondary"
"1454","Brinkmann 1905","Brinkmann, Adolf (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 25: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Stadt Aschersleben,&#60;/cite&#62; (Halle a. d. Saale 1905).","secondary"
"1456","Bergner 1905","Bergner, Heinrich (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 26: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Naumburg (Land),&#60;/cite&#62; (Halle a. d. Saale 1905).","secondary"
"1458","warttürme.de","Warttürme.de, &#60;cite&#62; &#60;a href=&#34;https://warttuerme.de/&#34;&#62;www.warttuerme.de&#60;/a&#62;, Landwehren und Warttürme aus Deutschland und Europa&#60;/cite&#62;, accessed 18.08.2020","secondary"
"1462","Enders 2007","Enders, Lieselott, &#60;q&#62;Altmark, Nordmark und die Elbe: Werden einer historischen Region.&#60;/q&#62; In: &#60;cite&#62;&#34;aedificatio terrae&#34;: Beiträge zur Umwelt- und Siedlungsarchäologie Mitteleuropas; Festschrift für Eike Gringmuth-Dallmer zum 65. Geburtstag,&#60;/cite&#62; ed. by Gerson Jeute, Jens Schneeweiß und Claudia Theune (Rhaden 2007), 119 - 124","secondary"
"1464","Radis 1995","Radis, Ursula, &#60;q&#62;Schkeuditz im Mittelalter: die geschriebene und ausgegrabene Geschichte einer kleinen Stadt.&#60;/q&#62; In: &#60;cite&#62;Archäologie aktuell im Freistaat Sachsen&#60;/cite&#62; 3 (1995), 84 – 93.","secondary"
"1466","Straub 2020","Straub, Sjoukje, &#60;cite&#62;Inventaris Toegang 0480 Gemeentebestuur Baarn, 1814-1950&#60;/cite&#62; (Archief Eemland, Amersfoort), online at &#60;a href=&#34;https://www.archiefeemland.nl/bronnen/archieven?mivast=28&#38;mizig=210&#38;miadt=28&#38;miaet=1&#38;micode=0480&#38;minr=1115813&#38;miview=inv2&#38;milang=nl&#34;&#62;https://www.archiefeemland.nl/bronnen/archieven?mivast=28&#38;mizig=210&#38;miadt=28&#38;miaet=1&#38;micode=0480&#38;minr=1115813&#38;miview=inv2&#38;milang=nl&#60;/a&#62;","secondary"
"1468","Klep 2008","Klep, Paul M.M., &#60;q&#62;De economische en sociale ontwikkeling 1550-1700&#60;/q&#62;, in &#60;cite&#62;Arnhem tot 1700&#60;/cite&#62;, ed. by Frank Keverling Buisman; Ingrid Jacobs (Utrecht, 2008), 188-221.","secondary"
"1470","MijnGelderland, Van Geelkercken, 1650","&#60;q&#62;MijnGelderland - Van Geelkercken, 1650&#60;/q&#62;, (&#60;a href=&#34;https://mijngelderland.nl/inhoud/canons/arnhem/van-geelkercken-1650&#34;&#62;https://mijngelderland.nl/inhoud/canons/arnhem/van-geelkercken-1650&#60;/a&#62;)","secondary"
"1472","Benders & Bosch 2008 ","Benders, Jeroen F.; Bosch, Rudolf A.A., &#60;q&#62;Samenleving en economie circa 1300-1550&#60;/q&#62;, in &#60;cite&#62;Arnhem tot 1700&#60;/cite&#62;, ed. by Frank Keverling Buisman; Ingrid Jacobs (Utrecht, 2008), 156-187.","secondary"
"1474","Schirmer 2015","Schirmer, Uwe, &#60;q&#62;Der Warenverkehr auf der Elbe zwischen Pirna und Wittenberg (1444-1545).&#60;/q&#62; in: &#60;cite&#62;Wiegen – Zählen – Registrieren. Handelsgeschichtliche Massenquellen und die Erforschung mittelalterliche Märkte (13.-18. Jahrhundert),&#60;/cite&#62; ed. by Peter Rauscher und Andrea Serles (Innsbruck – Wien – Bozen 2015), 197 – 215.","secondary"
"1476","Historische Kring Eemnes, Eemnesser historie","&#60;q&#62;Eemnesser historie in vogelvlucht&#60;/q&#62;, Website Historische Kring Eemnes (&#60;a href=&#34;https://historischekringeemnes.nl/geschiedenis-van-eemnes/&#34;&#62;https://historischekringeemnes.nl/geschiedenis-van-eemnes/&#60;/a&#62;)&#13;&#10;","secondary"
"1478","Rohrlach 2018a","Rohrlach, Peter (Hrsg.), &#60;cite&#62;Historisches Ortslexikon für die Altmark. (Historisches Ortslexikon für Brandenburg XII) Band 1: A - K&#60;/cite&#62; (Berlin 2018).","secondary"
"1480","Rohrlach 2018b","Rohrlach, Peter (Hrsg.), &#60;cite&#62;Historisches Ortslexikon für die Altmark. (Historisches Ortslexikon für Brandenburg XII) Band 2: L - Z&#60;/cite&#62; (Berlin 2018).","secondary"
"1482","Bergner 1912"," Bergner, Heinrich (ed.),&#60;cite&#62; Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 31: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Wanzleben&#60;/cite&#62;, (Halle a. d. Saale 1912).","secondary"
"1484","Bakker 2001","Bakker, Folkert J., &#60;q&#62;Die Quellen zur gemeinsamen mittelalterlichen Geschichte des norddeutsch-niederländischen Raumes&#60;/q&#62;, in &#60;cite&#62;&#34;... in guete freuntlichen nachbarlichen verwantnus und hantierung...&#34;&#60;/cite&#62;, ed. by Dick E.H. de Boer, Gudrun Gleba, Rudolf Holbach (Oldenburg, 2001) 37-68.","secondary"
"1486","Bergner 1911","Bergner, Heinrich (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 30: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Wolmirstedt,&#60;/cite&#62; (Halle a. d. Saale 1911).","secondary"
"1488","Kersting 1956","Kersting, August, &#60;q&#62;Die alte Emsschiffahrt&#60;/q&#62;, in &#60;cite&#62;Alle Fäden laufen durch Rheine: eine Verkehrsgeschichte des Emstales&#60;/cite&#62; (Rheine, 1956), 17-30","secondary"
"1490","Rassow 1909","Rassow, Walter (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 28: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Heiligenstadt&#60;/cite&#62;, (Halle a. d. Saale 1909).","secondary"
"1492","Schöningh 1956","Schöningh, Wolfgang, &#60;q&#62;Königsweg und Friesenstraße Münster-Rheine-Emden im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Alle Fäden laufen durch Rheine: eine Verkehrsgeschichte des Emstales&#60;/cite&#62; (Rheine, 1956)","secondary"
"1494","Rachel 1911","Rachel, Hugo, &#60;cite&#62;Die Handels-, Zoll- und Akzisepolitik Brandenburg-Preußens bis 1713.&#60;/cite&#62; (Berlin 1911). ","secondary"
"1496","Engelke 1942","Engelke, Bernhard, &#60;q&#62;Dorf und Markt Hohenhameln&#60;/q&#62;, &#60;cite&#62;Niedersächsisches Jahrbuch für Landesgeschichte&#60;/cite&#62; 19 (1942), 299-312","secondary"
"1498","Heimatverein Egestorf","Heimatverein Egestorf e.V., &#60;a href=&#34;http://www.heimatverein-egestorf.de/ortsgeschichte/sahrendorf.html&#34;&#62;Ortsgeschichte Sahrendorf&#60;/a&#62;","secondary"
"1500","Heimatverein Egestorf","Heimatverein Egestorf e.V., &#60;a href=&#34;http://www.heimatverein-egestorf.de/ortsgeschichte/doehle.html&#34;&#62;Ortsgeschichte Döhle&#60;/a&#62;","secondary"
"1502","Marxen 1989","Gemeinde Marxen (ed.), &#60;cite&#62;Marxen, unser Dorf: Chronik&#60;/cite&#62; (Winsen (Luhe), 1989)","secondary"
"1504","Nindorf am Walde","&#60;a href=&#34;https://nindorf-am-walde.jimdofree.com/&#34;&#62;Nindorf am Walde&#60;/a&#62;","secondary"
"1506","NLA Hannover","Niedersächsisches Landesarchiv Hannover, Celle Or. 100 Bardowick","archive"
"1508","Reinecke 1903","Reinecke, Wilhelm (ed.), &#60;cite&#62;Lüneburgs ältestes Stadtbuch und Verfestigungsregister&#60;/cite&#62; (Hannover; Leipzig, 1903)","edition"
