"ID","Parent_ID","Name","Alternative_Name","Latitude","Longitude","Geonames_ID","Ready","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Toll","Toll_From","Toll_To","Toll_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Fair","Fair_From","Fair_To","Fair_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description"
"1570","","Dresden","Dresdene; Dreseden","51.049734","13.737918","2935022","","y","1206","","The town developed from a Sorbian port settlement; by c. 1150 there was fortress with a settlement. ","y","1200","","Niemeyer dates the town’s foundation to 1200/1210; town fortifications existed in 1216. Today’s Dresden-Neustadt to the north was buit in the 17th century. ","y","1547","","The regulations of safe conduct recorded in 1716 are a copy of the regulations from 1547. They also include land and water safe conduct regulations from 1630.","y","1455","","","In 1455, Elector Frederick II of Saxony moved the staple right of Brüx (Most), which had been conquered by Bohemia, to Dresden. Salt, fish, honey and other commodities which were transported through Saxony to Bohemia, had to be offered for sale in Dresden. However, enforcing merchants to travel through Dresden proved to be difficult, and the road via Freiberg was still often used. The staple was confirmed in 1603, with special mention of corn and wood for the supply of the town.","","","","","","","","","","","","","","","","","","","",""
"1571","","Dretun’","Dretuna; Дрэтунь","55.696193","29.215814","628899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572","","Dřevčice","","50.167404","14.629954","3076437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1574","","Drwęca","Drewenz","54.186886","20.376275","772930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1575","","Drewitz","","51.898505","14.514659","2934984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1576","","Bad Driburg","Driburg; Driburch; Triborg; Triborch; Dreyburgh; Iburg","51.735746","9.017924","2953525","","y","1253","","Bishop Simon I. zur Lippe of Paderborn founded the settlement in the middle of the 13th century.","y","1290","","Town privileges were granted in 1290. 1345 they got approved.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1577","","Drieberg","","53.696636","11.259508","2934968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1578","","Driebergen","Driebergen-Rijsenburg; Thriberge; Thribergen; Drieberghen; Drij bergen; Risenborch; Risenborgh; Rysenborch, Rysenburgh; Rijsenburch","52.050501","5.286695","2756619","","y","1159","","Earliest mention of 'Thriberge(n)' in 1159, in a falsification which probably dates from the fourteenth century. Near the village stood the castle Rijsenburg, first mentioned in 1270. After the castle was demolished in 1809, a new village with the name Rijsenburg was founded, which was merged with Driebergen in 1931.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1579","","Driedorf","","50.634752","8.185077","2934965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1580","","Driehausen","Thrihusen; tribus domibus; Driyhusen; Drighusen; Dreyhuis; Dreihausen","52.363683","8.189728","2934961","y","y","1182","","First mentioned in 1182 as separate settlement. From the 16th century, it was considered a part of Schwagstorf.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1581","","Drezdenko","Driesen; Drdzn; Drzn; Dssinia, Drisen; Drizina; Drecen; Dreden; Driessen; Dersen; Droczen; Dirzen; Drezen; Dirczen; Driesen; Drysen; Drieczen; Drysden; Drezdenko; Ossina","52.839415","15.831273","3100127","","y","1092","","The castrum Drzn was first mentioned as a polish castle complex in 1092, it later belonged to the castellan, the surrounding area was settled by Slavs.","y","1317","","Was first mentioned as a town in letters from 1317, later in 1373 it was called castrum et oppidum Drisen and in 1526 was mentioned as Stad and Stedichen.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1582","","Verkhnyadzvinsk","Drissa; Drysa; Верхнядзвінск","55.782769","27.934162","620255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1584","","Drohiczyn","","52.395201","22.658569","772959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1585","","Drolshagen","Droilshageno; Drolshaghe; Druleshagen; Drulshagene","51.023816","7.776677","2934886","","y","1000","","","y","1477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1586","","Drönnewitz","","53.91304","12.974273","2934874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1587","","Droßdorf","","51.007091","12.123361","2934852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1588","","Ośno Lubuskie","Drossen; Drossin; Drosin; Osna; Drosna","52.454365","14.870881","3089832","","y","","","the basis was an old settlement, later a german market settlement, a subsequent addition eastwards with two markets was made","y","1252","","Founded in 1252 by the bishop of Lebus, was a long standing civitas forensis and a market town","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1589","","Drouwen","Druwen","52.952754","6.796465","2756550","","y","1381","","Earliest mention in 1381-1383.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1590","","Drüber","Drubere; Drubre; Drübber; Druber","51.759891","9.928999","2934830","y","y","1235","","First mentioned around 1235.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1591","","Drutsk","Druck; Друцк","54.337805","29.75868","628872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1592","","Drögenbostel","Drügenbostel; Ovenborstolde; Oberenbostel prope Nienkerken","53.014164","9.651585","2934903","y","y","1275","","First mentioned in 1275.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1593","","Drüggelte","Druglete; Druchlete; Druthlethe; Druchelte; Drueggelte","51.491467","8.097639","2934819","","y","1217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1594","","Drysvyaty","Dryświaty; Дрысвяты; Driswet; Drisinec","55.589035","26.681769","628891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595","","Drzążna","","52.313108","17.986235","3100136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596","","Drzonek","","52.03066","17.05648","3100036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1597","","Dzelda","Dselden; Celde; Szelden; Selden; Zelden","56.569813","21.899343","460142","","y","1253","","In 1253 the Celde manor belonged to the bishop.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1598","","Duben","","51.896969","13.809887","2934791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1599","","Bad Düben","Düben; urbs Dibini; Dybene; Diben","51.591053","12.583736","2953524","y","y","981","","In Asorbic times a fishing and boatmen's village; in the 10th century castle and castle district ('Burgward') of the margraves and corresponding castle borough ('Burgflecken'); after 1200 construction and extension of the town (end of the 15th century).","","","","","y","1509","","Secondary station of safe conduct in between Wittenberg and Leipzig.","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600","","Dubienka","","51.046945","23.893132","772896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1601","","Staradubavaya","Dubowo; Старадубавая","53.459627","23.774091","621527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1602","","Moskovskaya Dubrovka","Dubrovka; Московская Дубровка","59.841827","30.956793","524926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1603","","Dubrovka","","56.388145","28.636493","564449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1604","","Dubrowna","Dubrovno; Dubrouna; Дуброўна","54.571909","30.691098","628758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1605","","Dubrovno","Дубровно","57.925028","29.358341","564404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1606","","Ducherow","","53.764739","13.778459","2934766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1607","","Dukhovshchina","Duchovščina; Duchowschtschina","55.189929","32.404644","564234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1608","","Duckwitz","","53.995915","12.586849","2934754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1609","","Düderode","Dudiggeroth; Dodingerode; Dudingherode; Dugherode; Dugeroda","51.808883","10.106209","2934729","y","y","1055","","A falsified charter from the 16th century contains a first mention for the year 935.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1610","","Duderstadt","Dudersteti; Tutersteti; Duderstat; Thudirstadt","51.512287","10.258256","2934728","y","y","927","","King Henry II donated property in Duderstadt to his wife Mathilde in 927 and 929. This royal farm - later mentioned as ducal farm - was located around the current St Servatius's church. East of it, around the current Gropenmarkt, a market settlement developed.","y","1247","","First privileges are attested in 1247; the first town seal in 1255. The Brunswick town privileges were confirmed by duke Henry the Admirable of Brunswick-Grubenhagen in 1279.","","","","","","","","","","y","1638","","Duderstadt had 4 fairs, the dates of which are unknown. In 1638, they were extended with horse and cattle fairs.","","","","","","","","","","","","","","","",""
"1611","","Duisburg","Diusburh; Diusburg; Duysburg","51.435337","6.760599","2934691","","y","883","","The settlement dates back to Roman times. Later it was a Frankish royal residence, which was first mentioned when it was plundered by Vikings in 883. It was enlarged to a royal palace in the 10th century.","y","1100","","Due to its location on the Rhine, Duisburg developed rapidly into a merchant centre that assumed an urban character around 1100. The town wall dates from 1129. After the Rhine changed its course after 1200 and the Rhine arm on which Duisburg was located silted up, the town gradually lost its position as primary trade centre.","y","1184","1352","1) A river toll on the Rhine was levied here from 1184 to 1348/52. The toll changed hands frequently. Until 1248 it was held by the Empire, from 1248 to 1280 by Duke Walram of Limburg, from 1280 to 1288 by Count Renald of Geldern and from 1290 by the Count of Kleve. In addition, a (fair) market toll, which also applied to ships, has been documented since 1065. The Rhine toll was transferred to Kaiserwerth in 1348 by Count Gerhard von Berg. At the same time, the Count of Kleve continued to levy toll until he moved it to Büderich in 1352. The tariff in 1348 was 6 Turnosgroschen. 2) A land toll was also levied from 1280 onwards.","y","1273","1708","","Uncertain: a ""jus stapulae"" in Duisburg is first mentioned only in 1708, when it is moved to Wesel because of changes in the course of the Rhine. A charter of Duke Walram IV of Limburg from 1273 allows citizens of Cologne to transport their commodities unhindered through Duisburg, indicating that the town already claimed some kind of staple privileges in that period.","","","","","","","","","","","","","","","","","","","",""
